date,product,category,price,discount,quantity_sold,profit,profit_margin,event
2023-08-07,Noctua NH-D15,Air Cooler,86.39,4%,1321,30907.97,0.3,Back-to-School
2023-08-07,Dark Rock Pro 4,Air Cooler,76.79,4%,1255,24092.99,0.28,Back-to-School
2023-08-07,Corsair H100i,Liquid AIO Cooler,124.79,4%,1032,41586.4,0.35,Back-to-School
2023-08-07,NZXT Kraken X63,Liquid AIO Cooler,134.39,4%,936,37998.89,0.33,Back-to-School
2023-08-07,EKWB EK-KIT P240,Custom Liquid Cooler,232.79,3%,672,59671.11,0.4,Back-to-School
2023-08-07,Thermaltake Pacific CL360,Custom Liquid Cooler,284.99,5%,1104,122539.92,0.42,Back-to-School
2023-08-08,Noctua NH-D15,Air Cooler,86.39,4%,1357,31750.27,0.3,Back-to-School
2023-08-08,Dark Rock Pro 4,Air Cooler,77.59,3%,1226,24516.94,0.28,Back-to-School
2023-08-08,Corsair H100i,Liquid AIO Cooler,126.09,3%,1024,42595.12,0.35,Back-to-School
2023-08-08,NZXT Kraken X63,Liquid AIO Cooler,135.79,3%,925,38847.22,0.33,Back-to-School
2023-08-08,EKWB EK-KIT P240,Custom Liquid Cooler,232.79,3%,677,60115.1,0.4,Back-to-School
2023-08-08,Thermaltake Pacific CL360,Custom Liquid Cooler,290.99,3%,1090,127525.75,0.42,Back-to-School
2023-08-09,Noctua NH-D15,Air Cooler,85.49,5%,1348,30326.63,0.3,Back-to-School
2023-08-09,Dark Rock Pro 4,Air Cooler,75.99,5%,1237,22757.95,0.28,Back-to-School
2023-08-09,Corsair H100i,Liquid AIO Cooler,126.09,3%,1033,42969.49,0.35,Back-to-School
2023-08-09,NZXT Kraken X63,Liquid AIO Cooler,132.99,5%,948,37158.95,0.33,Back-to-School
2023-08-09,EKWB EK-KIT P240,Custom Liquid Cooler,232.79,3%,680,60381.48,0.4,Back-to-School
2023-08-09,Thermaltake Pacific CL360,Custom Liquid Cooler,290.99,3%,1094,127993.73,0.42,Back-to-School
2023-08-10,Noctua NH-D15,Air Cooler,86.39,4%,1340,31352.52,0.3,Back-to-School
2023-08-10,Dark Rock Pro 4,Air Cooler,75.99,5%,1245,22905.14,0.28,Back-to-School
2023-08-10,Corsair H100i,Liquid AIO Cooler,126.09,3%,1012,42095.96,0.35,Back-to-School
2023-08-10,NZXT Kraken X63,Liquid AIO Cooler,135.79,3%,926,38889.22,0.33,Back-to-School
2023-08-10,EKWB EK-KIT P240,Custom Liquid Cooler,232.79,3%,687,61003.06,0.4,Back-to-School
2023-08-10,Thermaltake Pacific CL360,Custom Liquid Cooler,290.99,3%,1088,127291.76,0.42,Back-to-School
2023-08-11,Noctua NH-D15,Air Cooler,87.29,3%,1328,32266.81,0.3,Back-to-School
2023-08-11,Dark Rock Pro 4,Air Cooler,75.99,5%,1257,23125.91,0.28,Back-to-School
2023-08-11,Corsair H100i,Liquid AIO Cooler,126.09,3%,1027,42719.91,0.35,Back-to-School
2023-08-11,NZXT Kraken X63,Liquid AIO Cooler,134.39,4%,929,37714.71,0.33,Back-to-School
2023-08-11,EKWB EK-KIT P240,Custom Liquid Cooler,232.79,3%,688,61091.85,0.4,Back-to-School
2023-08-11,Thermaltake Pacific CL360,Custom Liquid Cooler,284.99,5%,1092,121207.96,0.42,Back-to-School
2023-08-12,Noctua NH-D15,Air Cooler,86.39,4%,1365,31937.45,0.3,Back-to-School
2023-08-12,Dark Rock Pro 4,Air Cooler,75.99,5%,1247,22941.93,0.28,Back-to-School
2023-08-12,Corsair H100i,Liquid AIO Cooler,123.49,5%,1053,41063.84,0.35,Back-to-School
2023-08-12,NZXT Kraken X63,Liquid AIO Cooler,135.79,3%,920,38637.24,0.33,Back-to-School
2023-08-12,EKWB EK-KIT P240,Custom Liquid Cooler,227.99,5%,684,57453.61,0.4,Back-to-School
2023-08-12,Thermaltake Pacific CL360,Custom Liquid Cooler,290.99,3%,1084,126823.77,0.42,Back-to-School
2023-08-13,Noctua NH-D15,Air Cooler,86.39,4%,1339,31329.12,0.3,Back-to-School
2023-08-13,Dark Rock Pro 4,Air Cooler,75.99,5%,1279,23530.66,0.28,Back-to-School
2023-08-13,Corsair H100i,Liquid AIO Cooler,123.49,5%,1051,40985.85,0.35,Back-to-School
2023-08-13,NZXT Kraken X63,Liquid AIO Cooler,134.39,4%,934,37917.69,0.33,Back-to-School
2023-08-13,EKWB EK-KIT P240,Custom Liquid Cooler,230.39,4%,684,59095.14,0.4,Back-to-School
2023-08-13,Thermaltake Pacific CL360,Custom Liquid Cooler,290.99,3%,1068,124951.83,0.42,Back-to-School
2023-08-14,Noctua NH-D15,Air Cooler,86.39,4%,1317,30814.38,0.3,Back-to-School
2023-08-14,Dark Rock Pro 4,Air Cooler,76.79,4%,1218,23382.68,0.28,Back-to-School
2023-08-14,Corsair H100i,Liquid AIO Cooler,123.49,5%,1072,41804.78,0.35,Back-to-School
2023-08-14,NZXT Kraken X63,Liquid AIO Cooler,135.79,3%,928,38973.22,0.33,Back-to-School
2023-08-14,EKWB EK-KIT P240,Custom Liquid Cooler,227.99,5%,687,57705.6,0.4,Back-to-School
2023-08-14,Thermaltake Pacific CL360,Custom Liquid Cooler,284.99,5%,1105,122650.91,0.42,Back-to-School
2023-08-15,Noctua NH-D15,Air Cooler,85.07,2%,1340,29587.58,0.3,No Promo
2023-08-15,Dark Rock Pro 4,Air Cooler,74.37,3%,1245,20883.63,0.28,No Promo
2023-08-15,Corsair H100i,Liquid AIO Cooler,123.65,1%,980,38378.02,0.35,No Promo
2023-08-15,NZXT Kraken X63,Liquid AIO Cooler,131.21,2%,904,33825.32,0.33,No Promo
2023-08-15,EKWB EK-KIT P240,Custom Liquid Cooler,227.61,0%,660,55189.63,0.4,No Promo
2023-08-15,Thermaltake Pacific CL360,Custom Liquid Cooler,281.53,2%,1062,114201.36,0.42,No Promo
2023-08-16,Noctua NH-D15,Air Cooler,85.57,0%,1263,28513.18,0.3,No Promo
2023-08-16,Dark Rock Pro 4,Air Cooler,73.91,3%,1225,19985.93,0.28,No Promo
2023-08-16,Corsair H100i,Liquid AIO Cooler,120.62,3%,1011,36519.54,0.35,No Promo
2023-08-16,NZXT Kraken X63,Liquid AIO Cooler,132.59,2%,909,35263.91,0.33,No Promo
2023-08-16,EKWB EK-KIT P240,Custom Liquid Cooler,225.94,2%,674,55232.79,0.4,No Promo
2023-08-16,Thermaltake Pacific CL360,Custom Liquid Cooler,287.3,0%,1043,118175.13,0.42,No Promo
2023-08-17,Noctua NH-D15,Air Cooler,83.69,2%,1316,27234.9,0.3,No Promo
2023-08-17,Dark Rock Pro 4,Air Cooler,74.16,3%,1250,20712.42,0.28,No Promo
2023-08-17,Corsair H100i,Liquid AIO Cooler,121.77,2%,1027,38282.08,0.35,No Promo
2023-08-17,NZXT Kraken X63,Liquid AIO Cooler,132.81,1%,887,34606.05,0.33,No Promo
2023-08-17,EKWB EK-KIT P240,Custom Liquid Cooler,223.14,3%,676,53503.0,0.4,No Promo
2023-08-17,Thermaltake Pacific CL360,Custom Liquid Cooler,281.04,2%,1068,114329.83,0.42,No Promo
2023-08-18,Noctua NH-D15,Air Cooler,83.67,2%,1333,27562.27,0.3,No Promo
2023-08-18,Dark Rock Pro 4,Air Cooler,74.98,3%,1215,21129.91,0.28,No Promo
2023-08-18,Corsair H100i,Liquid AIO Cooler,121.92,3%,1040,38925.41,0.35,No Promo
2023-08-18,NZXT Kraken X63,Liquid AIO Cooler,129.07,3%,909,32070.71,0.33,No Promo
2023-08-18,EKWB EK-KIT P240,Custom Liquid Cooler,231.55,0%,651,57000.97,0.4,No Promo
2023-08-18,Thermaltake Pacific CL360,Custom Liquid Cooler,277.06,3%,1092,112547.69,0.42,No Promo
2023-08-19,Noctua NH-D15,Air Cooler,82.88,3%,1328,26405.83,0.3,No Promo
2023-08-19,Dark Rock Pro 4,Air Cooler,76.0,0%,1195,21993.63,0.28,No Promo
2023-08-19,Corsair H100i,Liquid AIO Cooler,121.51,3%,1006,37238.97,0.35,No Promo
2023-08-19,NZXT Kraken X63,Liquid AIO Cooler,131.15,3%,912,34071.44,0.33,No Promo
2023-08-19,EKWB EK-KIT P240,Custom Liquid Cooler,220.78,3%,691,53058.22,0.4,No Promo
2023-08-19,Thermaltake Pacific CL360,Custom Liquid Cooler,279.53,2%,1061,111976.96,0.42,No Promo
2023-08-20,Noctua NH-D15,Air Cooler,84.14,2%,1289,27260.45,0.3,No Promo
2023-08-20,Dark Rock Pro 4,Air Cooler,75.52,2%,1201,21526.33,0.28,No Promo
2023-08-20,Corsair H100i,Liquid AIO Cooler,122.76,2%,1023,39144.03,0.35,No Promo
2023-08-20,NZXT Kraken X63,Liquid AIO Cooler,130.25,3%,921,33572.21,0.33,No Promo
2023-08-20,EKWB EK-KIT P240,Custom Liquid Cooler,225.29,2%,664,53979.03,0.4,No Promo
2023-08-20,Thermaltake Pacific CL360,Custom Liquid Cooler,282.28,1%,1060,114784.01,0.42,No Promo
2023-08-21,Noctua NH-D15,Air Cooler,83.82,3%,1309,27259.33,0.3,No Promo
2023-08-21,Dark Rock Pro 4,Air Cooler,74.13,3%,1229,20321.96,0.28,No Promo
2023-08-21,Corsair H100i,Liquid AIO Cooler,119.8,3%,1027,36258.52,0.35,No Promo
2023-08-21,NZXT Kraken X63,Liquid AIO Cooler,135.03,0%,881,36328.91,0.33,No Promo
2023-08-21,EKWB EK-KIT P240,Custom Liquid Cooler,223.22,2%,674,53395.54,0.4,No Promo
2023-08-21,Thermaltake Pacific CL360,Custom Liquid Cooler,288.83,0%,1043,119778.74,0.42,No Promo
2023-08-22,Noctua NH-D15,Air Cooler,85.7,0%,1282,29109.43,0.3,No Promo
2023-08-22,Dark Rock Pro 4,Air Cooler,75.07,2%,1231,21518.47,0.28,No Promo
2023-08-22,Corsair H100i,Liquid AIO Cooler,122.95,1%,982,37764.46,0.35,No Promo
2023-08-22,NZXT Kraken X63,Liquid AIO Cooler,133.89,1%,905,36287.81,0.33,No Promo
2023-08-22,EKWB EK-KIT P240,Custom Liquid Cooler,221.55,3%,687,53281.39,0.4,No Promo
2023-08-22,Thermaltake Pacific CL360,Custom Liquid Cooler,289.01,0%,1024,117775.53,0.42,No Promo
2023-08-23,Noctua NH-D15,Air Cooler,86.5,0%,1280,30086.69,0.3,No Promo
2023-08-23,Dark Rock Pro 4,Air Cooler,74.08,3%,1220,20111.93,0.28,No Promo
2023-08-23,Corsair H100i,Liquid AIO Cooler,123.02,2%,1010,38907.2,0.35,No Promo
2023-08-23,NZXT Kraken X63,Liquid AIO Cooler,130.01,3%,904,32739.92,0.33,No Promo
2023-08-23,EKWB EK-KIT P240,Custom Liquid Cooler,228.47,0%,659,55669.74,0.4,No Promo
2023-08-23,Thermaltake Pacific CL360,Custom Liquid Cooler,281.77,2%,1079,116285.08,0.42,No Promo
2023-08-24,Noctua NH-D15,Air Cooler,84.51,2%,1333,28679.8,0.3,No Promo
2023-08-24,Dark Rock Pro 4,Air Cooler,74.87,3%,1231,21262.93,0.28,No Promo
2023-08-24,Corsair H100i,Liquid AIO Cooler,123.74,0%,970,38066.06,0.35,No Promo
2023-08-24,NZXT Kraken X63,Liquid AIO Cooler,131.4,1%,880,33095.81,0.33,No Promo
2023-08-24,EKWB EK-KIT P240,Custom Liquid Cooler,229.11,1%,666,56684.41,0.4,No Promo
2023-08-24,Thermaltake Pacific CL360,Custom Liquid Cooler,280.74,2%,1070,114219.58,0.42,No Promo
2023-08-25,Noctua NH-D15,Air Cooler,86.18,0%,1301,30172.48,0.3,No Promo
2023-08-25,Dark Rock Pro 4,Air Cooler,76.42,1%,1188,22362.69,0.28,No Promo
2023-08-25,Corsair H100i,Liquid AIO Cooler,124.66,0%,986,39602.8,0.35,No Promo
2023-08-25,NZXT Kraken X63,Liquid AIO Cooler,130.87,3%,914,33886.91,0.33,No Promo
2023-08-25,EKWB EK-KIT P240,Custom Liquid Cooler,223.96,3%,691,55255.55,0.4,No Promo
2023-08-25,Thermaltake Pacific CL360,Custom Liquid Cooler,286.36,1%,1060,119106.19,0.42,No Promo
2023-08-26,Noctua NH-D15,Air Cooler,84.3,2%,1321,28140.86,0.3,No Promo
2023-08-26,Dark Rock Pro 4,Air Cooler,75.82,1%,1177,21457.38,0.28,No Promo
2023-08-26,Corsair H100i,Liquid AIO Cooler,123.3,0%,989,38381.12,0.35,No Promo
2023-08-26,NZXT Kraken X63,Liquid AIO Cooler,132.09,2%,905,34659.55,0.33,No Promo
2023-08-26,EKWB EK-KIT P240,Custom Liquid Cooler,231.49,0%,666,58272.49,0.4,No Promo
2023-08-26,Thermaltake Pacific CL360,Custom Liquid Cooler,282.74,1%,1047,113861.98,0.42,No Promo
2023-08-27,Noctua NH-D15,Air Cooler,84.49,1%,1289,27713.18,0.3,No Promo
2023-08-27,Dark Rock Pro 4,Air Cooler,75.63,2%,1204,21711.26,0.28,No Promo
2023-08-27,Corsair H100i,Liquid AIO Cooler,121.43,2%,1001,36969.04,0.35,No Promo
2023-08-27,NZXT Kraken X63,Liquid AIO Cooler,129.42,3%,936,33345.23,0.33,No Promo
2023-08-27,EKWB EK-KIT P240,Custom Liquid Cooler,228.6,1%,667,56435.52,0.4,No Promo
2023-08-27,Thermaltake Pacific CL360,Custom Liquid Cooler,289.01,0%,1031,118580.51,0.42,No Promo
2023-08-28,Noctua NH-D15,Air Cooler,83.99,2%,1299,27276.27,0.3,No Promo
2023-08-28,Dark Rock Pro 4,Air Cooler,77.28,0%,1175,23130.05,0.28,No Promo
2023-08-28,Corsair H100i,Liquid AIO Cooler,120.38,3%,1019,36568.89,0.35,No Promo
2023-08-28,NZXT Kraken X63,Liquid AIO Cooler,130.4,3%,909,33277.33,0.33,No Promo
2023-08-28,EKWB EK-KIT P240,Custom Liquid Cooler,223.17,2%,682,53996.93,0.4,No Promo
2023-08-28,Thermaltake Pacific CL360,Custom Liquid Cooler,283.88,1%,1067,117251.09,0.42,No Promo
2023-08-29,Noctua NH-D15,Air Cooler,86.22,0%,1294,30050.15,0.3,No Promo
2023-08-29,Dark Rock Pro 4,Air Cooler,76.22,0%,1198,22310.73,0.28,No Promo
2023-08-29,Corsair H100i,Liquid AIO Cooler,122.37,1%,1004,38028.89,0.35,No Promo
2023-08-29,NZXT Kraken X63,Liquid AIO Cooler,131.54,1%,899,33937.33,0.33,No Promo
2023-08-29,EKWB EK-KIT P240,Custom Liquid Cooler,231.26,0%,646,56371.6,0.4,No Promo
2023-08-29,Thermaltake Pacific CL360,Custom Liquid Cooler,280.86,2%,1091,116592.56,0.42,No Promo
2023-08-30,Noctua NH-D15,Air Cooler,85.95,0%,1287,29547.27,0.3,No Promo
2023-08-30,Dark Rock Pro 4,Air Cooler,76.52,1%,1176,22258.26,0.28,No Promo
2023-08-30,Corsair H100i,Liquid AIO Cooler,120.4,3%,1018,36555.99,0.35,No Promo
2023-08-30,NZXT Kraken X63,Liquid AIO Cooler,134.02,0%,891,35838.61,0.33,No Promo
2023-08-30,EKWB EK-KIT P240,Custom Liquid Cooler,223.39,3%,690,54786.22,0.4,No Promo
2023-08-30,Thermaltake Pacific CL360,Custom Liquid Cooler,285.75,1%,1051,117452.06,0.42,No Promo
2023-08-31,Noctua NH-D15,Air Cooler,84.86,2%,1310,28647.92,0.3,No Promo
2023-08-31,Dark Rock Pro 4,Air Cooler,75.48,2%,1199,21443.42,0.28,No Promo
2023-08-31,Corsair H100i,Liquid AIO Cooler,122.55,2%,1023,38935.37,0.35,No Promo
2023-08-31,NZXT Kraken X63,Liquid AIO Cooler,131.82,2%,906,34452.82,0.33,No Promo
2023-08-31,EKWB EK-KIT P240,Custom Liquid Cooler,224.17,2%,664,53236.67,0.4,No Promo
2023-08-31,Thermaltake Pacific CL360,Custom Liquid Cooler,284.33,0%,1048,115627.08,0.42,No Promo
2023-09-01,Noctua NH-D15,Air Cooler,86.5,0%,1278,30040.26,0.3,No Promo
2023-09-01,Dark Rock Pro 4,Air Cooler,76.11,1%,1216,22515.79,0.28,No Promo
2023-09-01,Corsair H100i,Liquid AIO Cooler,121.27,3%,1008,37066.0,0.35,No Promo
2023-09-01,NZXT Kraken X63,Liquid AIO Cooler,129.17,3%,934,33040.6,0.33,No Promo
2023-09-01,EKWB EK-KIT P240,Custom Liquid Cooler,223.73,3%,689,54936.96,0.4,No Promo
2023-09-01,Thermaltake Pacific CL360,Custom Liquid Cooler,281.92,1%,1064,114832.42,0.42,No Promo
2023-09-02,Noctua NH-D15,Air Cooler,85.02,2%,1315,28960.03,0.3,No Promo
2023-09-02,Dark Rock Pro 4,Air Cooler,75.41,1%,1181,21041.52,0.28,No Promo
2023-09-02,Corsair H100i,Liquid AIO Cooler,123.93,0%,996,39276.85,0.35,No Promo
2023-09-02,NZXT Kraken X63,Liquid AIO Cooler,130.82,2%,892,33029.18,0.33,No Promo
2023-09-02,EKWB EK-KIT P240,Custom Liquid Cooler,230.71,0%,644,55848.08,0.4,No Promo
2023-09-02,Thermaltake Pacific CL360,Custom Liquid Cooler,287.03,0%,1045,118121.72,0.42,No Promo
2023-09-03,Noctua NH-D15,Air Cooler,86.65,0%,1272,30094.54,0.3,No Promo
2023-09-03,Dark Rock Pro 4,Air Cooler,75.92,1%,1175,21532.01,0.28,No Promo
2023-09-03,Corsair H100i,Liquid AIO Cooler,119.55,3%,1044,36597.07,0.35,No Promo
2023-09-03,NZXT Kraken X63,Liquid AIO Cooler,130.4,2%,917,33567.59,0.33,No Promo
2023-09-03,EKWB EK-KIT P240,Custom Liquid Cooler,227.46,0%,649,54169.65,0.4,No Promo
2023-09-03,Thermaltake Pacific CL360,Custom Liquid Cooler,275.71,3%,1073,109136.52,0.42,No Promo
2023-09-04,Noctua NH-D15,Air Cooler,85.2,2%,1316,29221.03,0.3,No Promo
2023-09-04,Dark Rock Pro 4,Air Cooler,74.11,3%,1217,20102.87,0.28,No Promo
2023-09-04,Corsair H100i,Liquid AIO Cooler,120.97,2%,1016,37059.25,0.35,No Promo
2023-09-04,NZXT Kraken X63,Liquid AIO Cooler,132.59,0%,873,33867.27,0.33,No Promo
2023-09-04,EKWB EK-KIT P240,Custom Liquid Cooler,230.26,0%,657,56674.3,0.4,No Promo
2023-09-04,Thermaltake Pacific CL360,Custom Liquid Cooler,285.61,1%,1050,117191.56,0.42,No Promo
2023-09-05,Noctua NH-D15,Air Cooler,85.99,0%,1308,30085.61,0.3,No Promo
2023-09-05,Dark Rock Pro 4,Air Cooler,75.51,2%,1235,22125.37,0.28,No Promo
2023-09-05,Corsair H100i,Liquid AIO Cooler,121.71,2%,1006,37440.03,0.35,No Promo
2023-09-05,NZXT Kraken X63,Liquid AIO Cooler,130.8,3%,910,33675.04,0.33,No Promo
2023-09-05,EKWB EK-KIT P240,Custom Liquid Cooler,226.79,2%,678,56138.31,0.4,No Promo
2023-09-05,Thermaltake Pacific CL360,Custom Liquid Cooler,276.94,3%,1081,111285.85,0.42,No Promo
2023-09-06,Noctua NH-D15,Air Cooler,84.53,1%,1311,28230.66,0.3,No Promo
2023-09-06,Dark Rock Pro 4,Air Cooler,75.96,0%,1173,21549.47,0.28,No Promo
2023-09-06,Corsair H100i,Liquid AIO Cooler,120.95,2%,1025,37363.15,0.35,No Promo
2023-09-06,NZXT Kraken X63,Liquid AIO Cooler,133.65,1%,900,35874.1,0.33,No Promo
2023-09-06,EKWB EK-KIT P240,Custom Liquid Cooler,221.22,3%,677,52285.34,0.4,No Promo
2023-09-06,Thermaltake Pacific CL360,Custom Liquid Cooler,280.51,3%,1094,116531.46,0.42,No Promo
2023-09-07,Noctua NH-D15,Air Cooler,85.47,0%,1293,29059.07,0.3,No Promo
2023-09-07,Dark Rock Pro 4,Air Cooler,75.62,1%,1222,22031.5,0.28,No Promo
2023-09-07,Corsair H100i,Liquid AIO Cooler,123.52,1%,1005,39219.27,0.35,No Promo
2023-09-07,NZXT Kraken X63,Liquid AIO Cooler,135.04,0%,888,36626.12,0.33,No Promo
2023-09-07,EKWB EK-KIT P240,Custom Liquid Cooler,227.09,1%,658,54677.78,0.4,No Promo
2023-09-07,Thermaltake Pacific CL360,Custom Liquid Cooler,280.11,3%,1062,112695.43,0.42,No Promo
2023-09-08,Noctua NH-D15,Air Cooler,85.98,1%,1308,30071.53,0.3,No Promo
2023-09-08,Dark Rock Pro 4,Air Cooler,74.84,2%,1195,20604.67,0.28,No Promo
2023-09-08,Corsair H100i,Liquid AIO Cooler,121.6,2%,995,36920.47,0.35,No Promo
2023-09-08,NZXT Kraken X63,Liquid AIO Cooler,134.93,0%,868,35703.9,0.33,No Promo
2023-09-08,EKWB EK-KIT P240,Custom Liquid Cooler,226.97,1%,668,55428.61,0.4,No Promo
2023-09-08,Thermaltake Pacific CL360,Custom Liquid Cooler,278.47,3%,1096,114509.39,0.42,No Promo
2023-09-09,Noctua NH-D15,Air Cooler,83.56,3%,1339,27541.22,0.3,No Promo
2023-09-09,Dark Rock Pro 4,Air Cooler,73.74,3%,1216,19629.96,0.28,No Promo
2023-09-09,Corsair H100i,Liquid AIO Cooler,121.71,2%,1028,38261.09,0.35,No Promo
2023-09-09,NZXT Kraken X63,Liquid AIO Cooler,134.62,0%,873,35639.28,0.33,No Promo
2023-09-09,EKWB EK-KIT P240,Custom Liquid Cooler,221.45,3%,690,53442.85,0.4,No Promo
2023-09-09,Thermaltake Pacific CL360,Custom Liquid Cooler,285.14,1%,1066,118478.5,0.42,No Promo
2023-09-10,Noctua NH-D15,Air Cooler,85.6,1%,1294,29257.62,0.3,No Promo
2023-09-10,Dark Rock Pro 4,Air Cooler,76.9,0%,1165,22487.19,0.28,No Promo
2023-09-10,Corsair H100i,Liquid AIO Cooler,122.6,2%,1011,38521.72,0.35,No Promo
2023-09-10,NZXT Kraken X63,Liquid AIO Cooler,131.86,2%,899,34219.13,0.33,No Promo
2023-09-10,EKWB EK-KIT P240,Custom Liquid Cooler,220.66,3%,688,52746.74,0.4,No Promo
2023-09-10,Thermaltake Pacific CL360,Custom Liquid Cooler,280.73,3%,1072,114416.58,0.42,No Promo
2023-09-11,Noctua NH-D15,Air Cooler,83.18,3%,1353,27313.46,0.3,No Promo
2023-09-11,Dark Rock Pro 4,Air Cooler,76.0,0%,1202,22130.13,0.28,No Promo
2023-09-11,Corsair H100i,Liquid AIO Cooler,123.92,0%,969,38207.0,0.35,No Promo
2023-09-11,NZXT Kraken X63,Liquid AIO Cooler,131.14,2%,902,33689.2,0.33,No Promo
2023-09-11,EKWB EK-KIT P240,Custom Liquid Cooler,225.85,2%,661,54106.24,0.4,No Promo
2023-09-11,Thermaltake Pacific CL360,Custom Liquid Cooler,285.25,1%,1051,116927.8,0.42,No Promo
2023-09-12,Noctua NH-D15,Air Cooler,86.0,0%,1311,30165.19,0.3,No Promo
2023-09-12,Dark Rock Pro 4,Air Cooler,74.64,2%,1215,20706.43,0.28,No Promo
2023-09-12,Corsair H100i,Liquid AIO Cooler,124.11,1%,981,38862.85,0.35,No Promo
2023-09-12,NZXT Kraken X63,Liquid AIO Cooler,133.4,1%,897,35526.3,0.33,No Promo
2023-09-12,EKWB EK-KIT P240,Custom Liquid Cooler,228.24,1%,658,55432.84,0.4,No Promo
2023-09-12,Thermaltake Pacific CL360,Custom Liquid Cooler,279.84,3%,1095,115897.22,0.42,No Promo
2023-09-13,Noctua NH-D15,Air Cooler,84.25,2%,1311,27869.57,0.3,No Promo
2023-09-13,Dark Rock Pro 4,Air Cooler,77.2,0%,1190,23330.79,0.28,No Promo
2023-09-13,Corsair H100i,Liquid AIO Cooler,120.27,3%,1020,36493.44,0.35,No Promo
2023-09-13,NZXT Kraken X63,Liquid AIO Cooler,132.97,0%,879,34437.94,0.33,No Promo
2023-09-13,EKWB EK-KIT P240,Custom Liquid Cooler,222.79,3%,686,54053.86,0.4,No Promo
2023-09-13,Thermaltake Pacific CL360,Custom Liquid Cooler,284.69,1%,1048,116006.1,0.42,No Promo
2023-09-14,Noctua NH-D15,Air Cooler,82.74,3%,1347,26594.5,0.3,No Promo
2023-09-14,Dark Rock Pro 4,Air Cooler,75.55,1%,1208,21687.29,0.28,No Promo
2023-09-14,Corsair H100i,Liquid AIO Cooler,122.89,1%,995,38203.18,0.35,No Promo
2023-09-14,NZXT Kraken X63,Liquid AIO Cooler,132.33,1%,909,35033.9,0.33,No Promo
2023-09-14,EKWB EK-KIT P240,Custom Liquid Cooler,226.0,2%,677,55520.29,0.4,No Promo
2023-09-14,Thermaltake Pacific CL360,Custom Liquid Cooler,286.49,0%,1052,118340.92,0.42,No Promo
2023-09-15,Noctua NH-D15,Air Cooler,84.78,1%,1323,28818.6,0.3,No Promo
2023-09-15,Dark Rock Pro 4,Air Cooler,77.1,0%,1194,23293.26,0.28,No Promo
2023-09-15,Corsair H100i,Liquid AIO Cooler,123.11,0%,971,37501.32,0.35,No Promo
2023-09-15,NZXT Kraken X63,Liquid AIO Cooler,132.31,1%,899,34623.56,0.33,No Promo
2023-09-15,EKWB EK-KIT P240,Custom Liquid Cooler,229.05,0%,657,55880.79,0.4,No Promo
2023-09-15,Thermaltake Pacific CL360,Custom Liquid Cooler,279.39,3%,1098,115725.87,0.42,No Promo
2023-09-16,Noctua NH-D15,Air Cooler,83.16,3%,1348,27184.59,0.3,No Promo
2023-09-16,Dark Rock Pro 4,Air Cooler,73.53,3%,1221,19463.76,0.28,No Promo
2023-09-16,Corsair H100i,Liquid AIO Cooler,120.99,2%,1000,36501.2,0.35,No Promo
2023-09-16,NZXT Kraken X63,Liquid AIO Cooler,132.3,2%,903,34768.39,0.33,No Promo
2023-09-16,EKWB EK-KIT P240,Custom Liquid Cooler,223.87,2%,661,52798.67,0.4,No Promo
2023-09-16,Thermaltake Pacific CL360,Custom Liquid Cooler,284.27,0%,1038,114469.14,0.42,No Promo
2023-09-17,Noctua NH-D15,Air Cooler,85.4,0%,1303,29200.5,0.3,No Promo
2023-09-17,Dark Rock Pro 4,Air Cooler,75.63,1%,1218,21966.91,0.28,No Promo
2023-09-17,Corsair H100i,Liquid AIO Cooler,121.07,3%,1028,37599.03,0.35,No Promo
2023-09-17,NZXT Kraken X63,Liquid AIO Cooler,133.11,0%,885,34791.75,0.33,No Promo
2023-09-17,EKWB EK-KIT P240,Custom Liquid Cooler,224.54,3%,667,53721.85,0.4,No Promo
2023-09-17,Thermaltake Pacific CL360,Custom Liquid Cooler,277.77,3%,1090,113113.95,0.42,No Promo
2023-09-18,Noctua NH-D15,Air Cooler,84.6,1%,1307,28238.06,0.3,No Promo
2023-09-18,Dark Rock Pro 4,Air Cooler,73.97,3%,1236,20242.06,0.28,No Promo
2023-09-18,Corsair H100i,Liquid AIO Cooler,123.11,0%,975,37654.5,0.35,No Promo
2023-09-18,NZXT Kraken X63,Liquid AIO Cooler,132.08,2%,894,34231.46,0.33,No Promo
2023-09-18,EKWB EK-KIT P240,Custom Liquid Cooler,224.88,2%,669,54114.58,0.4,No Promo
2023-09-18,Thermaltake Pacific CL360,Custom Liquid Cooler,288.55,0%,1049,120169.11,0.42,No Promo
2023-09-19,Noctua NH-D15,Air Cooler,83.76,3%,1331,27635.64,0.3,No Promo
2023-09-19,Dark Rock Pro 4,Air Cooler,75.48,2%,1210,21638.73,0.28,No Promo
2023-09-19,Corsair H100i,Liquid AIO Cooler,125.06,0%,990,40156.17,0.35,No Promo
2023-09-19,NZXT Kraken X63,Liquid AIO Cooler,132.12,2%,911,34914.29,0.33,No Promo
2023-09-19,EKWB EK-KIT P240,Custom Liquid Cooler,224.97,1%,670,54250.87,0.4,No Promo
2023-09-19,Thermaltake Pacific CL360,Custom Liquid Cooler,279.03,2%,1056,110917.72,0.42,No Promo
2023-09-20,Noctua NH-D15,Air Cooler,85.5,1%,1290,29029.23,0.3,No Promo
